Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/5           av_log [163]
                0.00    0.00       1/1           ff_mpeg4video_split [239]
                0.00    0.00       1/2           url_fsize [196]
-----------------------------------------------
                0.01    6.76       1/1           av_find_stream_info [9]
[10]     6.8    0.01    6.76       1         avcodec_decode_audio3 [10]
                0.01    6.75    2890/2890        decode_frame [11]
-----------------------------------------------
                0.01    6.75    2890/2890        avcodec_decode_audio3 [10]
[11]     6.8    0.01    6.75    2890         decode_frame [11]
                6.75    0.00    2890/2890        mp_decode_frame [12]
                0.00    0.00    2890/5770        ff_mpegaudio_decode_header [114]
-----------------------------------------------
                6.75    0.00    2890/2890        decode_frame [11]
[12]     6.7    6.75    0.00    2890         mp_decode_frame [12]
                0.00    0.00  208385/208385      ff_mpa_synth_filter [91]
                0.00    0.00    2890/2890        ff_mpa_l2_select_table [127]
-----------------------------------------------
                                                 <spontaneous>
[13]     2.6    2.63    0.00                 sws_scale [13]
                0.00    0.00    3548/3548        reset_ptr [124]
                0.00    0.00    1774/1774        yuv2rgb_c_24_rgb [141]
-----------------------------------------------
                1.11    0.00    1777/1777        ff_h263_decode_frame [2]
[14]     1.1    1.11    0.00    1777         MPV_frame_end [14]
                0.00    0.00    5331/5331        draw_edges_c [116]
-----------------------------------------------
                0.06    0.99      56/56          av_find_stream_info [9]
[15]     1.0    0.06    0.99      56         av_read_frame_internal [15]
                0.05    0.35    4536/4538        av_free_packet [20]
                0.01    0.32    4536/4536        av_read_packet [22]
                0.03    0.17    4538/4538        av_parser_parse2 [26]
                0.05    0.00    4537/4537        compute_pkt_fields [36]
                0.00    0.00    4537/13610       av_init_packet [106]
-----------------------------------------------
                                                 <spontaneous>
[16]     0.6    0.00    0.58                 av_open_input_file [16]
                0.00    0.55       1/1           av_open_input_stream [17]
                0.00    0.02       1/1           ff_probe_input_buffer [46]
                0.00    0.01       1/1           av_probe_input_format [47]
                0.00    0.00       1/1           url_fopen [71]
-----------------------------------------------
                0.00    0.55       1/1           av_open_input_file [16]
[17]     0.6    0.00    0.55       1         av_open_input_stream [17]
                0.00    0.55       1/1           avi_read_header [18]
                0.00    0.01       1/1           avformat_alloc_context [66]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       1/18158       url_ftell [40]
                0.00    0.00       1/1           av_strlcpy [212]
                0.00    0.00       1/1           ff_metadata_demux_compat [236]
-----------------------------------------------
                0.00    0.55       1/1           av_open_input_stream [17]
[18]     0.5    0.00    0.55       1         avi_read_header [18]
                0.19    0.35       1/1           avi_load_index [19]
                0.00    0.01       2/2           av_new_stream [55]
                0.00    0.00      87/48947       get_le32 [23]
                0.00    0.00       2/133         av_mallocz [42]
                0.00    0.00       1/1           ff_get_wav_header [72]
                0.00    0.00       1/1           avi_read_tag [73]
                0.00    0.00       2/4542        get_buffer [34]
                0.00    0.00       8/97907       get_le16 [25]
                0.00    0.00      12/18158       url_ftell [40]
                0.00    0.00      15/49333       url_feof [96]
                0.00    0.00       8/8           url_fskip [160]
                0.00    0.00       4/18173       url_fseek [103]
                0.00    0.00       2/4           av_set_pts_info [172]
                0.00    0.00       1/2           url_fsize [196]
                0.00    0.00       1/2           ff_codec_get_id [189]
                0.00    0.00       1/1           av_div_q [208]
-----------------------------------------------
                0.19    0.35       1/1           avi_read_header [18]
[19]     0.5    0.19    0.35       1         avi_load_index [19]
                0.08    0.25   48858/48947       get_le32 [23]
                0.02    0.00   12214/12214       av_add_index_entry [43]
                0.00    0.00       1/18158       url_ftell [40]
                0.00    0.00   12215/49333       url_feof [96]
                0.00    0.00       2/18173       url_fseek [103]
-----------------------------------------------
                0.00    0.00       2/4538        av_close_input_stream [53]
                0.05    0.35    4536/4538        av_read_frame_internal [15]
[20]     0.4    0.05    0.35    4538         av_free_packet [20]
                0.35    0.00    9241/9241        av_destruct_packet [21]
-----------------------------------------------
                0.35    0.00    9241/9241        av_free_packet [20]
[21]     0.3    0.35    0.00    9241         av_destruct_packet [21]
                0.00    0.00    9241/11768       av_free [109]
-----------------------------------------------
                0.01    0.32    4536/4536        av_read_frame_internal [15]
[22]     0.3    0.01    0.32    4536         av_read_packet [22]
                0.17    0.15    4536/4536        avi_read_packet [24]
                0.00    0.00    4536/13610       av_init_packet [106]
-----------------------------------------------
                0.00    0.00       2/48947       ff_get_wav_header [72]
                0.00    0.00      87/48947       avi_read_header [18]
                0.08    0.25   48858/48947       avi_load_index [19]
[23]     0.3    0.08    0.25   48947         get_le32 [23]
                0.24    0.01   97894/97907       get_le16 [25]
-----------------------------------------------
                0.17    0.15    4536/4536        av_read_packet [22]
[24]     0.3    0.17    0.15    4536         avi_read_packet [24]
                0.02    0.11    4535/4535        av_get_packet [29]
                0.02    0.00   13606/18158       url_ftell [40]
                0.00    0.00   37102/232916      get_byte [64]
                0.00    0.00   37103/49333       url_feof [96]
                0.00    0.00    1658/13872       av_index_search_timestamp [104]
-----------------------------------------------
                0.00    0.00       5/97907       ff_get_wav_header [72]
                0.00    0.00       8/97907       avi_read_header [18]
                0.24    0.01   97894/97907       get_le32 [23]
[25]     0.2    0.24    0.01   97907         get_le16 [25]
                0.00    0.01  195814/232916      get_byte [64]
-----------------------------------------------
                0.03    0.17    4538/4538        av_read_frame_internal [15]
[26]     0.2    0.03    0.17    4538         av_parser_parse2 [26]
                0.07    0.09    1658/1658        mpeg4video_parse [28]
                0.01    0.00    2879/2879        mpegaudio_parse [57]
                0.00    0.00    4537/4537        ff_fetch_timestamp [120]
-----------------------------------------------
                0.09    0.00    1658/3436        mpeg4video_parse [28]
                0.10    0.00    1778/3436        ff_h263_decode_frame [2]
[27]     0.2    0.19    0.00    3436         decode_vop_header [27]
                0.00    0.00   13744/13748       ff_init_scantable [105]
                0.00    0.00   10012/10012       get_bits [110]
                0.00    0.00    6576/6576        skip_bits_long [113]
                0.00    0.00    3140/3140        get_bits1 [126]
-----------------------------------------------
                0.07    0.09    1658/1658        av_parser_parse2 [26]
[28]     0.2    0.07    0.09    1658         mpeg4video_parse [28]
                0.09    0.00    1658/3436        decode_vop_header [27]
                0.00    0.00    1658/1658        init_get_bits [142]
                0.00    0.00    1658/3437        ff_mpeg4_decode_picture_header [125]
-----------------------------------------------
                0.02    0.11    4535/4535        avi_read_packet [24]
[29]     0.1    0.02    0.11    4535         av_get_packet [29]
                0.00    0.05    4537/4542        get_buffer [34]
                0.05    0.00    4535/4535        av_new_packet [37]
                0.01    0.00    4537/18158       url_ftell [40]
                0.00    0.00    4538/4538        av_shrink_packet [119]
-----------------------------------------------
                0.12    0.00      56/56          av_find_stream_info [9]
[30]     0.1    0.12    0.00      56         av_dup_packet [30]
                0.00    0.00    4539/9231        av_malloc [111]
-----------------------------------------------
                0.02    0.05    1778/1778        ff_h263_decode_frame [2]
[31]     0.1    0.02    0.05    1778         MPV_frame_start [31]
                0.04    0.00    1776/2410        av_freep [38]
                0.01    0.00    1778/1778        ff_alloc_picture [49]
                0.00    0.00    5333/5333        ff_copy_picture [115]
                0.00    0.00    1776/1778        free_frame_buffer [135]
-----------------------------------------------
                0.00    0.01      12/100         get_byte [64]
                0.00    0.05      88/100         get_buffer [34]
[32]     0.1    0.00    0.06     100         fill_buffer [32]
                0.06    0.00     100/100         url_read [33]
-----------------------------------------------
                0.06    0.00     100/100         fill_buffer [32]
[33]     0.1    0.06    0.00     100         url_read [33]
                0.00    0.00     100/100         file_read [150]
-----------------------------------------------
                0.00    0.00       1/4542        avi_read_tag [73]
                0.00    0.00       1/4542        ff_get_wav_header [72]
                0.00    0.00       1/4542        ff_probe_input_buffer [46]
                0.00    0.00       2/4542        avi_read_header [18]
                0.00    0.05    4537/4542        av_get_packet [29]
[34]     0.1    0.00    0.05    4542         get_buffer [34]
                0.00    0.05      88/100         fill_buffer [32]
-----------------------------------------------
                                                 <spontaneous>
[35]     0.1    0.05    0.00                 avcodec_default_get_buffer [35]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00    1778/3568        avcodec_check_dimensions [123]
                0.00    0.00       6/9231        av_malloc [111]
                0.00    0.00       2/3           avcodec_get_chroma_sub_sample [175]
                0.00    0.00       2/2           avcodec_align_dimensions2 [183]
                0.00    0.00       2/8           ff_fill_linesize [158]
                0.00    0.00       2/5           ff_fill_pointer [166]
-----------------------------------------------
                0.05    0.00    4537/4537        av_read_frame_internal [15]
[36]     0.0    0.05    0.00    4537         compute_pkt_fields [36]
                0.00    0.00    4539/4539        update_initial_timestamps [118]
                0.00    0.00    4539/4539        compute_frame_duration [117]
                0.00    0.00    4539/7483        av_rescale_rnd [112]
                0.00    0.00    2881/2881        av_rescale [128]
-----------------------------------------------
                0.05    0.00    4535/4535        av_get_packet [29]
[37]     0.0    0.05    0.00    4535         av_new_packet [37]
                0.00    0.00    4537/13610       av_init_packet [106]
                0.00    0.00    4535/9231        av_malloc [111]
-----------------------------------------------
                0.00    0.00       1/2410        av_parser_close [79]
                0.00    0.00       4/2410        avcodec_close [50]
                0.00    0.00       6/2410        av_close_input_stream [53]
                0.00    0.00     129/2410        avcodec_default_free_buffers [68]
                0.01    0.00     494/2410        MPV_common_end [56]
                0.04    0.00    1776/2410        MPV_frame_start [31]
[38]     0.0    0.05    0.00    2410         av_freep [38]
                0.00    0.00    2440/11768       av_free [109]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.0    0.04    0.01                 sws_getCachedContext [39]
                0.00    0.01       1/1           sws_alloc_context [65]
                0.00    0.00    1774/1776        ff_hardcodedcpuflags [138]
                0.00    0.00       1/1           sws_setColorspaceDetails [316]
                0.00    0.00       1/1           sws_init_context [314]
-----------------------------------------------
                0.00    0.00       1/18158       avi_load_index [19]
                0.00    0.00       1/18158       av_open_input_stream [17]
                0.00    0.00       1/18158       av_find_stream_info [9]
                0.00    0.00      12/18158       avi_read_header [18]
                0.01    0.00    4537/18158       av_get_packet [29]
                0.02    0.00   13606/18158       avi_read_packet [24]
[40]     0.0    0.03    0.00   18158         url_ftell [40]
                0.00    0.00   18159/18173       url_fseek [103]
-----------------------------------------------
                0.01    0.01       1/2           ff_probe_input_buffer [46]
                0.01    0.01       1/2           av_probe_input_format [47]
[41]     0.0    0.02    0.01       2         av_probe_input_format2 [41]
                0.01    0.00       2/2           ac3_eac3_probe [58]
                0.00    0.00      18/19          av_match_ext [156]
                0.00    0.00       1/1           yuv4_probe [335]
                0.00    0.00       1/1           xa_probe [334]
                0.00    0.00       1/1           wv_probe [333]
                0.00    0.00       1/1           wsvqa_probe [332]
                0.00    0.00       1/1           wsaud_probe [331]
                0.00    0.00       1/1           wc3_probe [330]
                0.00    0.00       1/1           wav_probe [329]
                0.00    0.00       1/1           w64_probe [328]
                0.00    0.00       1/1           vqf_probe [327]
                0.00    0.00       1/1           voc_probe [326]
                0.00    0.00       1/1           vmd_probe [325]
                0.00    0.00       1/1           vc1t_probe [323]
                0.00    0.00       1/1           txd_probe [320]
                0.00    0.00       1/1           tta_probe [319]
                0.00    0.00       1/1           tmv_probe [318]
                0.00    0.00       1/1           seq_probe [306]
                0.00    0.00       1/1           thp_probe [317]
                0.00    0.00       1/1           swf_probe [312]
                0.00    0.00       1/1           str_probe [311]
                0.00    0.00       1/1           sox_probe [310]
                0.00    0.00       1/1           sol_probe [309]
                0.00    0.00       1/1           smacker_probe [308]
                0.00    0.00       1/1           siff_probe [307]
                0.00    0.00       1/1           film_probe [253]
                0.00    0.00       1/1           rpl_probe [305]
                0.00    0.00       1/1           roq_probe [304]
                0.00    0.00       1/1           rm_probe [303]
                0.00    0.00       1/1           rl2_probe [302]
                0.00    0.00       1/1           r3d_probe [301]
                0.00    0.00       1/1           qcp_probe [300]
                0.00    0.00       1/1           pva_probe [299]
                0.00    0.00       1/1           oma_read_probe [291]
                0.00    0.00       1/1           ogg_probe [290]
                0.00    0.00       1/1           nuv_probe [289]
                0.00    0.00       1/1           nut_probe [288]
                0.00    0.00       1/1           nsv_probe [287]
                0.00    0.00       1/1           nc_probe [286]
                0.00    0.00       1/1           mxf_probe [285]
                0.00    0.00       1/1           mtv_probe [284]
                0.00    0.00       1/1           msnwc_tcp_probe [283]
                0.00    0.00       1/1           mpegvideo_probe [282]
                0.00    0.00       1/1           mpegts_probe [281]
                0.00    0.00       1/1           mpegps_probe [280]
                0.00    0.00       1/1           mpc8_probe [277]
                0.00    0.00       1/1           mpc_probe [278]
                0.00    0.00       1/1           mp3_read_probe [276]
                0.00    0.00       1/1           mov_probe [275]
                0.00    0.00       1/1           mmf_probe [274]
                0.00    0.00       1/1           probe [297]
                0.00    0.00       1/1           matroska_probe [273]
                0.00    0.00       1/1           mpeg4video_probe [279]
                0.00    0.00       1/1           lmlm4_probe [272]
                0.00    0.00       1/1           probe [295]
                0.00    0.00       1/1           iss_probe [271]
                0.00    0.00       1/1           ipmovie_probe [270]
                0.00    0.00       1/1           iff_probe [266]
                0.00    0.00       1/1           idcin_probe [265]
                0.00    0.00       1/1           h264_probe [264]
                0.00    0.00       1/1           h263_probe [263]
                0.00    0.00       1/1           h261_probe [262]
                0.00    0.00       1/1           gxf_probe [261]
                0.00    0.00       1/1           fourxm_probe [259]
                0.00    0.00       1/1           flv_probe [258]
                0.00    0.00       1/1           flic_probe [255]
                0.00    0.00       1/1           flac_probe [254]
                0.00    0.00       1/1           ffm_probe [250]
                0.00    0.00       1/1           eac3_probe [228]
                0.00    0.00       1/1           cdata_probe [219]
                0.00    0.00       1/1           ea_probe [227]
                0.00    0.00       1/1           dxa_probe [226]
                0.00    0.00       1/1           dv_probe [225]
                0.00    0.00       1/1           dts_probe [224]
                0.00    0.00       1/1           cin_probe [220]
                0.00    0.00       1/1           dnxhd_probe [222]
                0.00    0.00       1/1           dirac_probe [221]
                0.00    0.00       1/1           cavsvideo_probe [218]
                0.00    0.00       1/1           probe [296]
                0.00    0.00       1/1           probe [294]
                0.00    0.00       1/1           probe [298]
                0.00    0.00       1/1           bfi_probe [217]
                0.00    0.00       1/1           vid_probe [324]
                0.00    0.00       1/1           avs_probe [216]
                0.00    0.00       1/1           avi_probe [214]
                0.00    0.00       1/1           au_probe [207]
                0.00    0.00       1/1           probe [293]
                0.00    0.00       1/1           asf_probe [206]
                0.00    0.00       1/1           ape_probe [205]
                0.00    0.00       1/1           apc_probe [204]
                0.00    0.00       1/1           probe [292]
                0.00    0.00       1/1           amr_probe [203]
                0.00    0.00       1/1           aiff_probe [202]
                0.00    0.00       1/1           aea_read_probe [201]
                0.00    0.00       1/1           ac3_probe [199]
                0.00    0.00       1/1           adts_aac_probe [200]
                0.00    0.00       1/1           image_probe [267]
-----------------------------------------------
                0.00    0.00       1/133         url_open_protocol [78]
                0.00    0.00       1/133         url_fdopen [76]
                0.00    0.00       1/133         av_metadata_set2 [74]
                0.00    0.00       1/133         ff_get_wav_header [72]
                0.00    0.00       1/133         av_open_input_stream [17]
                0.00    0.00       1/133         av_find_stream_info [9]
                0.00    0.00       1/133         mpeg4video_parse_init [75]
                0.00    0.00       1/133         avcodec_default_get_buffer [35]
                0.00    0.00       1/133         sws_alloc_context [65]
                0.00    0.00       2/133         avi_read_header [18]
                0.00    0.00       2/133         av_new_stream [55]
                0.00    0.00       4/133         av_parser_init [70]
                0.00    0.00       4/133         avcodec_open [52]
                0.00    0.00      24/133         ff_alloc_picture [49]
                0.00    0.00      32/133         MPV_common_init [48]
                0.01    0.00      56/133         add_to_pktbuf [63]
[42]     0.0    0.02    0.00     133         av_mallocz [42]
                0.00    0.00     134/9231        av_malloc [111]
-----------------------------------------------
                0.02    0.00   12214/12214       avi_load_index [19]
[43]     0.0    0.02    0.00   12214         av_add_index_entry [43]
                0.00    0.00   12214/12214       av_fast_realloc [108]
                0.00    0.00   12214/13872       av_index_search_timestamp [104]
-----------------------------------------------
                0.00    0.00      12/64          av_update_stream_timings [67]
                0.02    0.00      52/64          av_find_stream_info [9]
[44]     0.0    0.02    0.00      64         av_rescale_q [44]
                0.00    0.00      64/7483        av_rescale_rnd [112]
-----------------------------------------------
                0.01    0.00       1/4           avformat_alloc_context [66]
                0.01    0.00       1/4           sws_alloc_context [65]
                0.01    0.00       2/4           avcodec_get_context_defaults2 [60]
[45]     0.0    0.02    0.00       4         av_opt_set_defaults2 [45]
                0.00    0.00     766/766         av_next_option [143]
                0.00    0.00     315/315         av_set_int [146]
                0.00    0.00      48/48          av_set_double [152]
                0.00    0.00       4/4           av_d2q [170]
                0.00    0.00       4/4           av_set_q [173]
                0.00    0.00       2/5           av_log [163]
-----------------------------------------------
                0.00    0.02       1/1           av_open_input_file [16]
[46]     0.0    0.00    0.02       1         ff_probe_input_buffer [46]
                0.01    0.01       1/2           av_probe_input_format2 [41]
                0.00    0.00       1/4542        get_buffer [34]
                0.00    0.00       1/9231        av_malloc [111]
                0.00    0.00       1/180         av_realloc [148]
                0.00    0.00       1/1           ff_rewind_with_probe_data [243]
                0.00    0.00       1/5           av_log [163]
-----------------------------------------------
                0.00    0.01       1/1           av_open_input_file [16]
[47]     0.0    0.00    0.01       1         av_probe_input_format [47]
                0.01    0.01       1/2           av_probe_input_format2 [41]
-----------------------------------------------
                0.00    0.01       1/1           ff_h263_decode_frame [2]
[48]     0.0    0.00    0.01       1         MPV_common_init [48]
                0.01    0.00       1/1           dsputil_init [62]
                0.00    0.00      32/133         av_mallocz [42]
                0.00    0.00      32/36          avcodec_get_frame_defaults [153]
                0.00    0.00       1/3568        avcodec_check_dimensions [123]
                0.00    0.00       1/1           ff_dct_common_init [231]
                0.00    0.00       1/3           avcodec_get_chroma_sub_sample [175]
-----------------------------------------------
                0.01    0.00    1778/1778        MPV_frame_start [31]
[49]     0.0    0.01    0.00    1778         ff_alloc_picture [49]
                0.00    0.00      24/133         av_mallocz [42]
                0.00    0.00    1778/3613        __aeabi_ulcmp [3714]
-----------------------------------------------
                0.00    0.01       2/2           av_find_stream_info [9]
[50]     0.0    0.00    0.01       2         avcodec_close [50]
                0.00    0.01       2/2           ff_h263_decode_end [51]
                0.00    0.00       4/6           avcodec_default_free_buffers [68]
                0.00    0.00       4/2410        av_freep [38]
-----------------------------------------------
                0.00    0.01       2/2           avcodec_close [50]
[51]     0.0    0.00    0.01       2         ff_h263_decode_end [51]
                0.00    0.01       2/2           MPV_common_end [56]
                0.00    0.00       2/6           avcodec_default_free_buffers [68]
-----------------------------------------------
                0.00    0.01       2/2           av_find_stream_info [9]
[52]     0.0    0.00    0.01       2         avcodec_open [52]
                0.01    0.00       2/2           decode_init [61]
                0.00    0.00       4/133         av_mallocz [42]
                0.00    0.00       2/3568        avcodec_check_dimensions [123]
                0.00    0.00       2/2           avcodec_set_dimensions [187]
                0.00    0.00       2/2           decode_init [188]
-----------------------------------------------
                0.01    0.00       1/1           av_close_input_file [54]
[53]     0.0    0.01    0.00       1         av_close_input_stream [53]
                0.00    0.00       2/4538        av_free_packet [20]
                0.00    0.00       6/2410        av_freep [38]
                0.00    0.00       2/2           av_parser_close [79]
                0.00    0.00      14/11768       av_free [109]
                0.00    0.00       3/3           av_metadata_free [174]
                0.00    0.00       1/1           avi_read_close [215]
                0.00    0.00       1/1           flush_packet_queue [257]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.0    0.00    0.01                 av_close_input_file [54]
                0.01    0.00       1/1           av_close_input_stream [53]
                0.00    0.00       1/11768       av_free [109]
-----------------------------------------------
                0.00    0.01       2/2           avi_read_header [18]
[55]     0.0    0.00    0.01       2         av_new_stream [55]
                0.00    0.01       2/2           avcodec_alloc_context2 [59]
                0.00    0.00       2/133         av_mallocz [42]
                0.00    0.00       2/2           avcodec_alloc_context [184]
                0.00    0.00       2/4           av_set_pts_info [172]
-----------------------------------------------
                0.00    0.01       2/2           ff_h263_decode_end [51]
[56]     0.0    0.00    0.01       2         MPV_common_end [56]
                0.01    0.00     494/2410        av_freep [38]
                0.00    0.00       2/1778        free_frame_buffer [135]
-----------------------------------------------
                0.01    0.00    2879/2879        av_parser_parse2 [26]
[57]     0.0    0.01    0.00    2879         mpegaudio_parse [57]
                0.00    0.00   11515/13559       ff_mpa_decode_header [107]
                0.00    0.00    2879/2879        ff_combine_frame [130]
-----------------------------------------------
                0.01    0.00       2/2           av_probe_input_format2 [41]
[58]     0.0    0.01    0.00       2         ac3_eac3_probe [58]
                0.00    0.00    4096/4097        init_get_bits [121]
                0.00    0.00    4096/4096        ff_ac3_parse_header [122]
-----------------------------------------------
                0.00    0.01       2/2           av_new_stream [55]
[59]     0.0    0.00    0.01       2         avcodec_alloc_context2 [59]
                0.00    0.01       2/2           avcodec_get_context_defaults2 [60]
                0.00    0.00       2/9231        av_malloc [111]
-----------------------------------------------
                0.00    0.01       2/2           avcodec_alloc_context2 [59]
[60]     0.0    0.00    0.01       2         avcodec_get_context_defaults2 [60]
                0.01    0.00       2/4           av_opt_set_defaults2 [45]
-----------------------------------------------
                0.01    0.00       2/2           avcodec_open [52]
[61]     0.0    0.01    0.00       2         decode_init [61]
                0.00    0.00       7/32          init_vlc_sparse [155]
                0.00    0.00       3/5           init_rl [168]
                0.00    0.00       3/5           init_vlc_rl [169]
                0.00    0.00       2/2           ff_h263_decode_init [191]
-----------------------------------------------
                0.01    0.00       1/1           MPV_common_init [48]
[62]     0.0    0.01    0.00       1         dsputil_init [62]
                0.00    0.00       1/1           ff_check_alignment [230]
                0.00    0.00       1/1           ff_cavsdsp_init [229]
                0.00    0.00       1/1           ff_mlp_init [237]
                0.00    0.00       1/1           ff_vc1dsp_init [246]
                0.00    0.00       1/1           ff_intrax8dsp_init [235]
                0.00    0.00       1/1           ff_rv30dsp_init [244]
                0.00    0.00       1/1           ff_rv40dsp_init [245]
                0.00    0.00       1/1           ff_dsputil_init_dwt [233]
                0.00    0.00       1/1           ff_dsputil_init_armv5te [232]
                0.00    0.00       1/1           dsputil_init_arm [223]
-----------------------------------------------
                0.00    0.01      56/56          av_find_stream_info [9]
[63]     0.0    0.00    0.01      56         add_to_pktbuf [63]
                0.01    0.00      56/133         av_mallocz [42]
-----------------------------------------------
                0.00    0.00   37102/232916      avi_read_packet [24]
                0.00    0.01  195814/232916      get_le16 [25]
[64]     0.0    0.00    0.01  232916         get_byte [64]
                0.00    0.01      12/100         fill_buffer [32]
-----------------------------------------------
                0.00    0.01       1/1           sws_getCachedContext [39]
[65]     0.0    0.00    0.01       1         sws_alloc_context [65]
                0.01    0.00       1/4           av_opt_set_defaults2 [45]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       1/2           av_opt_set_defaults [182]
-----------------------------------------------
                0.00    0.01       1/1           av_open_input_stream [17]
[66]     0.0    0.00    0.01       1         avformat_alloc_context [66]
                0.01    0.00       1/4           av_opt_set_defaults2 [45]
                0.00    0.00       1/9231        av_malloc [111]
                0.00    0.00       1/2           av_opt_set_defaults [182]
-----------------------------------------------
                0.00    0.00       1/2           fill_all_stream_timings [69]
                0.00    0.00       1/2           av_find_stream_info [9]
[67]     0.0    0.00    0.00       2         av_update_stream_timings [67]
                0.00    0.00      12/64          av_rescale_q [44]
-----------------------------------------------
                0.00    0.00       2/6           ff_h263_decode_end [51]
                0.00    0.00       4/6           avcodec_close [50]
[68]     0.0    0.00    0.00       6         avcodec_default_free_buffers [68]
                0.00    0.00     129/2410        av_freep [38]
-----------------------------------------------
                0.00    0.00       1/1           av_find_stream_info [9]
[69]     0.0    0.00    0.00       1         fill_all_stream_timings [69]
                0.00    0.00       1/2           av_update_stream_timings [67]
-----------------------------------------------
                0.00    0.00       2/2           av_find_stream_info [9]
[70]     0.0    0.00    0.00       2         av_parser_init [70]
                0.00    0.00       4/133         av_mallocz [42]
                0.00    0.00       1/1           mpeg4video_parse_init [75]
-----------------------------------------------
                0.00    0.00       1/1           av_open_input_file [16]
[71]     0.0    0.00    0.00       1         url_fopen [71]
                0.00    0.00       1/1           url_open [77]
                0.00    0.00       1/1           url_fdopen [76]
-----------------------------------------------
                0.00    0.00       1/1           avi_read_header [18]
[72]     0.0    0.00    0.00       1         ff_get_wav_header [72]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       2/48947       get_le32 [23]
                0.00    0.00       5/97907       get_le16 [25]
                0.00    0.00       1/4542        get_buffer [34]
                0.00    0.00       1/1           ff_wav_codec_get_id [247]
-----------------------------------------------
                0.00    0.00       1/1           avi_read_header [18]
[73]     0.0    0.00    0.00       1         avi_read_tag [73]
                0.00    0.00       1/1           av_metadata_set2 [74]
                0.00    0.00       1/4542        get_buffer [34]
                0.00    0.00       1/9231        av_malloc [111]
-----------------------------------------------
                0.00    0.00       1/1           avi_read_tag [73]
[74]     0.0    0.00    0.00       1         av_metadata_set2 [74]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       1/1           av_metadata_get [209]
                0.00    0.00       1/1           av_strdup [211]
                0.00    0.00       1/9231        av_malloc [111]
                0.00    0.00       1/180         av_realloc [148]
-----------------------------------------------
                0.00    0.00       1/1           av_parser_init [70]
[75]     0.0    0.00    0.00       1         mpeg4video_parse_init [75]
                0.00    0.00       1/133         av_mallocz [42]
-----------------------------------------------
                0.00    0.00       1/1           url_fopen [71]
[76]     0.0    0.00    0.00       1         url_fdopen [76]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       1/1           url_get_max_packet_size [321]
                0.00    0.00       1/9231        av_malloc [111]
                0.00    0.00       1/1           init_put_byte [269]
-----------------------------------------------
                0.00    0.00       1/1           url_fopen [71]
[77]     0.0    0.00    0.00       1         url_open [77]
                0.00    0.00       1/1           url_open_protocol [78]
-----------------------------------------------
                0.00    0.00       1/1           url_open [77]
[78]     0.0    0.00    0.00       1         url_open_protocol [78]
                0.00    0.00       1/133         av_mallocz [42]
                0.00    0.00       1/1           file_open [252]
                0.00    0.00       1/8           url_seek [161]
-----------------------------------------------
                0.00    0.00       2/2           av_close_input_stream [53]
[79]     0.0    0.00    0.00       2         av_parser_close [79]
                0.00    0.00       1/2410        av_freep [38]
                0.00    0.00       3/11768       av_free [109]
                0.00    0.00       1/1           ff_parse_close [242]
                0.00    0.00       1/1           ff_parse1_close [241]
-----------------------------------------------
                0.00    0.00 5311757/5311757     MPV_decode_mb [4]
[80]     0.0    0.00    0.00 5311757         add_dct [80]
-----------------------------------------------
                0.00    0.00 1564225/1564225     mpeg4_decode_mb [5]
[81]     0.0    0.00    0.00 1564225         mpeg4_is_resync [81]
                0.00    0.00       2/2           skip_bits [194]
                0.00    0.00       2/2           ff_mpeg4_get_video_packet_prefix_length [192]
-----------------------------------------------
                0.00    0.00 1564224/1564224     decode_slice [3]
[82]     0.0    0.00    0.00 1564224         ff_h263_update_motion_val [82]
-----------------------------------------------
                0.00    0.00 1384158/1384158     mpeg4_decode_block [6]
[83]     0.0    0.00    0.00 1384158         get_amv [83]
-----------------------------------------------
                0.00    0.00 1384158/1384158     mpeg4_decode_block [6]
[84]     0.0    0.00    0.00 1384158         mpeg4_decode_dc [84]
-----------------------------------------------
                0.00    0.00 1384158/1384158     mpeg4_decode_block [6]
[85]     0.0    0.00    0.00 1384158         mpeg4_pred_ac [85]
-----------------------------------------------
                0.00    0.00 1384157/1384157     put_dct [7]
[86]     0.0    0.00    0.00 1384157         dct_unquantize_h263_intra_armv5te [86]
-----------------------------------------------
                0.00    0.00 1286917/1286917     mpeg4_decode_mb [5]
[87]     0.0    0.00    0.00 1286917         h263_decode_motion [87]
-----------------------------------------------
                0.00    0.00  970204/970204      mpeg4_decode_mb [5]
[88]     0.0    0.00    0.00  970204         clear_blocks_c [88]
-----------------------------------------------
                0.00    0.00  885292/885292      MPV_motion [8]
[89]     0.0    0.00    0.00  885292         prefetch_motion [89]
-----------------------------------------------
                0.00    0.00  643458/643458      mpeg4_decode_mb [5]
[90]     0.0    0.00    0.00  643458         h263_pred_motion [90]
