Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00  208385/208385      mp_decode_frame [12]
[91]     0.0    0.00    0.00  208385         ff_mpa_synth_filter [91]
-----------------------------------------------
                0.00    0.00  190585/190585      MPV_decode_mb [4]
[92]     0.0    0.00    0.00  190585         ff_clean_intra_table_entries [92]
-----------------------------------------------
                0.00    0.00   72857/72857       MPV_motion [8]
[93]     0.0    0.00    0.00   72857         ff_put_no_rnd_pixels16_xy2_arm [93]
-----------------------------------------------
                0.00    0.00   53758/53758       MPV_motion [8]
[94]     0.0    0.00    0.00   53758         ff_emulated_edge_mc [94]
-----------------------------------------------
                0.00    0.00   51935/51935       MPV_motion [8]
[95]     0.0    0.00    0.00   51935         ff_put_pixels16_xy2_arm [95]
-----------------------------------------------
                0.00    0.00      15/49333       avi_read_header [18]
                0.00    0.00   12215/49333       avi_load_index [19]
                0.00    0.00   37103/49333       avi_read_packet [24]
[96]     0.0    0.00    0.00   49333         url_feof [96]
-----------------------------------------------
                0.00    0.00   44058/44058       MPV_motion [8]
[97]     0.0    0.00    0.00   44058         ff_put_no_rnd_pixels16_y2_arm [97]
-----------------------------------------------
                0.00    0.00   40111/40111       MPV_motion [8]
[98]     0.0    0.00    0.00   40111         ff_put_no_rnd_pixels16_x2_arm [98]
-----------------------------------------------
                0.00    0.00   39106/39106       decode_slice [3]
[99]     0.0    0.00    0.00   39106         ff_init_block_index [99]
-----------------------------------------------
                0.00    0.00   39105/39105       decode_slice [3]
[100]    0.0    0.00    0.00   39105         ff_draw_horiz_band [100]
-----------------------------------------------
                0.00    0.00   35029/35029       MPV_motion [8]
[101]    0.0    0.00    0.00   35029         ff_put_pixels16_y2_arm [101]
-----------------------------------------------
                0.00    0.00   31614/31614       MPV_motion [8]
[102]    0.0    0.00    0.00   31614         ff_put_pixels16_x2_arm [102]
-----------------------------------------------
                0.00    0.00       2/18173       avi_load_index [19]
                0.00    0.00       4/18173       avi_read_header [18]
                0.00    0.00       8/18173       url_fskip [160]
                0.00    0.00   18159/18173       url_ftell [40]
[103]    0.0    0.00    0.00   18173         url_fseek [103]
                0.00    0.00       5/8           url_seek [161]
-----------------------------------------------
                0.00    0.00    1658/13872       avi_read_packet [24]
                0.00    0.00   12214/13872       av_add_index_entry [43]
[104]    0.0    0.00    0.00   13872         av_index_search_timestamp [104]
-----------------------------------------------
                0.00    0.00       4/13748       ff_dct_common_init [231]
                0.00    0.00   13744/13748       decode_vop_header [27]
[105]    0.0    0.00    0.00   13748         ff_init_scantable [105]
-----------------------------------------------
                0.00    0.00    4536/13610       av_read_packet [22]
                0.00    0.00    4537/13610       av_read_frame_internal [15]
                0.00    0.00    4537/13610       av_new_packet [37]
[106]    0.0    0.00    0.00   13610         av_init_packet [106]
-----------------------------------------------
                0.00    0.00    2044/13559       mp3_read_probe [276]
                0.00    0.00   11515/13559       mpegaudio_parse [57]
[107]    0.0    0.00    0.00   13559         ff_mpa_decode_header [107]
                0.00    0.00    2880/5770        ff_mpegaudio_decode_header [114]
-----------------------------------------------
                0.00    0.00   12214/12214       av_add_index_entry [43]
[108]    0.0    0.00    0.00   12214         av_fast_realloc [108]
                0.00    0.00     177/180         av_realloc [148]
                0.00    0.00       2/9231        av_malloc [111]
-----------------------------------------------
                0.00    0.00       1/11768       url_close [3419]
                0.00    0.00       1/11768       ff_rewind_with_probe_data [243]
                0.00    0.00       1/11768       av_close_input_file [54]
                0.00    0.00       1/11768       ff_parse1_close [241]
                0.00    0.00       1/11768       ff_yuv2rgb_c_init_tables [248]
                0.00    0.00       2/11768       avi_read_close [215]
                0.00    0.00       2/11768       url_fclose [3421]
                0.00    0.00       2/11768       av_find_stream_info [9]
                0.00    0.00       3/11768       av_metadata_free [174]
                0.00    0.00       3/11768       av_parser_close [79]
                0.00    0.00      14/11768       av_close_input_stream [53]
                0.00    0.00      56/11768       av_read_frame [563]
                0.00    0.00    2440/11768       av_freep [38]
                0.00    0.00    9241/11768       av_destruct_packet [21]
[109]    0.0    0.00    0.00   11768         av_free [109]
-----------------------------------------------
                0.00    0.00   10012/10012       decode_vop_header [27]
[110]    0.0    0.00    0.00   10012         get_bits [110]
-----------------------------------------------
                0.00    0.00       1/9231        av_strdup [211]
                0.00    0.00       1/9231        avi_read_tag [73]
                0.00    0.00       1/9231        url_fdopen [76]
                0.00    0.00       1/9231        av_metadata_set2 [74]
                0.00    0.00       1/9231        avformat_alloc_context [66]
                0.00    0.00       1/9231        ff_probe_input_buffer [46]
                0.00    0.00       1/9231        ff_yuv2rgb_c_init_tables [248]
                0.00    0.00       2/9231        av_find_stream_info [9]
                0.00    0.00       2/9231        avcodec_alloc_context2 [59]
                0.00    0.00       2/9231        av_fast_realloc [108]
                0.00    0.00       4/9231        avcodec_alloc_frame [613]
                0.00    0.00       6/9231        avcodec_default_get_buffer [35]
                0.00    0.00     134/9231        av_mallocz [42]
                0.00    0.00    4535/9231        av_new_packet [37]
                0.00    0.00    4539/9231        av_dup_packet [30]
[111]    0.0    0.00    0.00    9231         av_malloc [111]
-----------------------------------------------
                0.00    0.00      64/7483        av_rescale_q [44]
                0.00    0.00    2880/7483        av_rescale [128]
                0.00    0.00    4539/7483        compute_pkt_fields [36]
[112]    0.0    0.00    0.00    7483         av_rescale_rnd [112]
-----------------------------------------------
                0.00    0.00    6576/6576        decode_vop_header [27]
[113]    0.0    0.00    0.00    6576         skip_bits_long [113]
-----------------------------------------------
                0.00    0.00    2880/5770        ff_mpa_decode_header [107]
                0.00    0.00    2890/5770        decode_frame [11]
[114]    0.0    0.00    0.00    5770         ff_mpegaudio_decode_header [114]
-----------------------------------------------
                0.00    0.00    5333/5333        MPV_frame_start [31]
[115]    0.0    0.00    0.00    5333         ff_copy_picture [115]
-----------------------------------------------
                0.00    0.00    5331/5331        MPV_frame_end [14]
[116]    0.0    0.00    0.00    5331         draw_edges_c [116]
-----------------------------------------------
                0.00    0.00    4539/4539        compute_pkt_fields [36]
[117]    0.0    0.00    0.00    4539         compute_frame_duration [117]
                0.00    0.00    2881/2881        get_audio_frame_size [129]
-----------------------------------------------
                0.00    0.00    4539/4539        compute_pkt_fields [36]
[118]    0.0    0.00    0.00    4539         update_initial_timestamps [118]
-----------------------------------------------
                0.00    0.00    4538/4538        av_get_packet [29]
[119]    0.0    0.00    0.00    4538         av_shrink_packet [119]
-----------------------------------------------
                0.00    0.00    4537/4537        av_parser_parse2 [26]
[120]    0.0    0.00    0.00    4537         ff_fetch_timestamp [120]
-----------------------------------------------
                0.00    0.00       1/4097        h261_probe [262]
                0.00    0.00    4096/4097        ac3_eac3_probe [58]
[121]    0.0    0.00    0.00    4097         init_get_bits [121]
-----------------------------------------------
                0.00    0.00    4096/4096        ac3_eac3_probe [58]
[122]    0.0    0.00    0.00    4096         ff_ac3_parse_header [122]
-----------------------------------------------
                0.00    0.00       1/3568        MPV_common_init [48]
                0.00    0.00       2/3568        avcodec_open [52]
                0.00    0.00       3/3568        avpicture_get_size [876]
                0.00    0.00       6/3568        avpicture_fill [176]
                0.00    0.00    1778/3568        avcodec_decode_video2 [1]
                0.00    0.00    1778/3568        avcodec_default_get_buffer [35]
[123]    0.0    0.00    0.00    3568         avcodec_check_dimensions [123]
-----------------------------------------------
                0.00    0.00    3548/3548        sws_scale [13]
[124]    0.0    0.00    0.00    3548         reset_ptr [124]
-----------------------------------------------
                0.00    0.00    1658/3437        mpeg4video_parse [28]
                0.00    0.00    1779/3437        ff_h263_decode_frame [2]
[125]    0.0    0.00    0.00    3437         ff_mpeg4_decode_picture_header [125]
                0.00    0.00     297/297         decode_user_data [147]
-----------------------------------------------
                0.00    0.00    3140/3140        decode_vop_header [27]
[126]    0.0    0.00    0.00    3140         get_bits1 [126]
-----------------------------------------------
                0.00    0.00    2890/2890        mp_decode_frame [12]
[127]    0.0    0.00    0.00    2890         ff_mpa_l2_select_table [127]
-----------------------------------------------
                0.00    0.00    2881/2881        compute_pkt_fields [36]
[128]    0.0    0.00    0.00    2881         av_rescale [128]
                0.00    0.00    2880/7483        av_rescale_rnd [112]
-----------------------------------------------
                0.00    0.00    2881/2881        compute_frame_duration [117]
[129]    0.0    0.00    0.00    2881         get_audio_frame_size [129]
                0.00    0.00       1/2           av_get_bits_per_sample [180]
-----------------------------------------------
                0.00    0.00    2879/2879        mpegaudio_parse [57]
[130]    0.0    0.00    0.00    2879         ff_combine_frame [130]
-----------------------------------------------
                0.00    0.00    1779/1779        ff_h263_decode_frame [2]
[131]    0.0    0.00    0.00    1779         init_get_bits [131]
-----------------------------------------------
                0.00    0.00    1778/1778        ff_h263_decode_frame [2]
[132]    0.0    0.00    0.00    1778         ff_er_frame_start [132]
-----------------------------------------------
                0.00    0.00    1778/1778        ff_h263_decode_frame [2]
[133]    0.0    0.00    0.00    1778         ff_find_unused_picture [133]
-----------------------------------------------
                0.00    0.00    1778/1778        decode_slice [3]
[134]    0.0    0.00    0.00    1778         ff_set_qscale [134]
-----------------------------------------------
                0.00    0.00       2/1778        MPV_common_end [56]
                0.00    0.00    1776/1778        MPV_frame_start [31]
[135]    0.0    0.00    0.00    1778         free_frame_buffer [135]
                0.00    0.00    1778/3613        __aeabi_ulcmp [3714]
-----------------------------------------------
                0.00    0.00    1777/1777        decode_slice [3]
[136]    0.0    0.00    0.00    1777         ff_er_add_slice [136]
-----------------------------------------------
                0.00    0.00    1777/1777        ff_h263_decode_frame [2]
[137]    0.0    0.00    0.00    1777         ff_er_frame_end [137]
-----------------------------------------------
                0.00    0.00       1/1776        sws_init_context [314]
                0.00    0.00       1/1776        sws_setColorspaceDetails [316]
                0.00    0.00    1774/1776        sws_getCachedContext [39]
[138]    0.0    0.00    0.00    1776         ff_hardcodedcpuflags [138]
-----------------------------------------------
                0.00    0.00    1775/1775        ff_h263_decode_frame [2]
[139]    0.0    0.00    0.00    1775         ff_print_debug_info [139]
-----------------------------------------------
                0.00    0.00    1775/1775        ff_h263_decode_frame [2]
[140]    0.0    0.00    0.00    1775         get_consumed_bytes [140]
-----------------------------------------------
                0.00    0.00    1774/1774        sws_scale [13]
[141]    0.0    0.00    0.00    1774         yuv2rgb_c_24_rgb [141]
-----------------------------------------------
                0.00    0.00    1658/1658        mpeg4video_parse [28]
[142]    0.0    0.00    0.00    1658         init_get_bits [142]
-----------------------------------------------
                0.00    0.00     766/766         av_opt_set_defaults2 [45]
[143]    0.0    0.00    0.00     766         av_next_option [143]
-----------------------------------------------
                0.00    0.00     367/367         av_set_number2 [145]
[144]    0.0    0.00    0.00     367         av_find_opt [144]
-----------------------------------------------
                0.00    0.00       4/367         av_set_q [173]
                0.00    0.00      48/367         av_set_double [152]
                0.00    0.00     315/367         av_set_int [146]
[145]    0.0    0.00    0.00     367         av_set_number2 [145]
                0.00    0.00     367/367         av_find_opt [144]
-----------------------------------------------
                0.00    0.00     315/315         av_opt_set_defaults2 [45]
[146]    0.0    0.00    0.00     315         av_set_int [146]
                0.00    0.00     315/367         av_set_number2 [145]
-----------------------------------------------
                0.00    0.00     297/297         ff_mpeg4_decode_picture_header [125]
[147]    0.0    0.00    0.00     297         decode_user_data [147]
-----------------------------------------------
                0.00    0.00       1/180         ff_rewind_with_probe_data [243]
                0.00    0.00       1/180         av_metadata_set2 [74]
                0.00    0.00       1/180         ff_probe_input_buffer [46]
                0.00    0.00     177/180         av_fast_realloc [108]
[148]    0.0    0.00    0.00     180         av_realloc [148]
-----------------------------------------------
                0.00    0.00     116/116         av_find_stream_info [9]
[149]    0.0    0.00    0.00     116         has_codec_parameters [149]
-----------------------------------------------
                0.00    0.00     100/100         url_read [33]
[150]    0.0    0.00    0.00     100         file_read [150]
-----------------------------------------------
                0.00    0.00      12/60          av_reduce [157]
                0.00    0.00      48/60          av_find_stream_info [9]
[151]    0.0    0.00    0.00      60         av_gcd [151]
-----------------------------------------------
                0.00    0.00      48/48          av_opt_set_defaults2 [45]
[152]    0.0    0.00    0.00      48         av_set_double [152]
                0.00    0.00      48/367         av_set_number2 [145]
-----------------------------------------------
                0.00    0.00       4/36          avcodec_alloc_frame [613]
                0.00    0.00      32/36          MPV_common_init [48]
[153]    0.0    0.00    0.00      36         avcodec_get_frame_defaults [153]
-----------------------------------------------
                                 288             build_table [154]
                0.00    0.00      32/32          init_vlc_sparse [155]
[154]    0.0    0.00    0.00      32+288     build_table [154]
                                 288             build_table [154]
-----------------------------------------------
                0.00    0.00       7/32          decode_init [61]
                0.00    0.00       8/32          h263_decode_init_vlc [193]
                0.00    0.00      17/32          decode_init [188]
[155]    0.0    0.00    0.00      32         init_vlc_sparse [155]
                0.00    0.00      32/32          build_table [154]
-----------------------------------------------
                0.00    0.00       1/19          nsv_probe [287]
                0.00    0.00      18/19          av_probe_input_format2 [41]
[156]    0.0    0.00    0.00      19         av_match_ext [156]
-----------------------------------------------
                0.00    0.00       1/12          av_mul_q [210]
                0.00    0.00       3/12          av_find_stream_info [9]
                0.00    0.00       4/12          av_d2q [170]
                0.00    0.00       4/12          av_set_pts_info [172]
[157]    0.0    0.00    0.00      12         av_reduce [157]
                0.00    0.00      12/60          av_gcd [151]
-----------------------------------------------
                0.00    0.00       2/8           avcodec_default_get_buffer [35]
                0.00    0.00       6/8           avpicture_fill [176]
[158]    0.0    0.00    0.00       8         ff_fill_linesize [158]
-----------------------------------------------
                0.00    0.00       8/8           url_seek [161]
[159]    0.0    0.00    0.00       8         file_seek [159]
-----------------------------------------------
                0.00    0.00       8/8           avi_read_header [18]
[160]    0.0    0.00    0.00       8         url_fskip [160]
                0.00    0.00       8/18173       url_fseek [103]
-----------------------------------------------
                0.00    0.00       1/8           url_open_protocol [78]
                0.00    0.00       2/8           url_fsize [196]
                0.00    0.00       5/8           url_fseek [103]
[161]    0.0    0.00    0.00       8         url_seek [161]
                0.00    0.00       8/8           file_seek [159]
-----------------------------------------------
                0.00    0.00       6/6           avcodec_default_get_format [185]
[162]    0.0    0.00    0.00       6         ff_is_hwaccel_pix_fmt [162]
-----------------------------------------------
                0.00    0.00       1/5           av_find_stream_info [9]
                0.00    0.00       1/5           ff_probe_input_buffer [46]
                0.00    0.00       1/5           ff_yuv2rgb_get_func_ptr [249]
                0.00    0.00       2/5           av_opt_set_defaults2 [45]
[163]    0.0    0.00    0.00       5         av_log [163]
                0.00    0.00       5/5           av_vlog [165]
-----------------------------------------------
                0.00    0.00       5/5           av_vlog [165]
[164]    0.0    0.00    0.00       5         av_log_default_callback [164]
                0.00    0.00       1/1           sws_context_to_name [313]
-----------------------------------------------
                0.00    0.00       5/5           av_log [163]
[165]    0.0    0.00    0.00       5         av_vlog [165]
                0.00    0.00       5/5           av_log_default_callback [164]
-----------------------------------------------
                0.00    0.00       2/5           avcodec_default_get_buffer [35]
                0.00    0.00       3/5           avpicture_get_size [876]
[166]    0.0    0.00    0.00       5         ff_fill_pointer [166]
-----------------------------------------------
                0.00    0.00       1/5           flac_probe [254]
                0.00    0.00       1/5           mp3_read_probe [276]
                0.00    0.00       1/5           mpc_probe [278]
                0.00    0.00       1/5           adts_aac_probe [200]
                0.00    0.00       1/5           tta_probe [319]
[167]    0.0    0.00    0.00       5         ff_id3v2_match [167]
-----------------------------------------------
                0.00    0.00       2/5           h263_decode_init_vlc [193]
                0.00    0.00       3/5           decode_init [61]
[168]    0.0    0.00    0.00       5         init_rl [168]
-----------------------------------------------
                0.00    0.00       2/5           h263_decode_init_vlc [193]
                0.00    0.00       3/5           decode_init [61]
[169]    0.0    0.00    0.00       5         init_vlc_rl [169]
-----------------------------------------------
                0.00    0.00       4/4           av_opt_set_defaults2 [45]
[170]    0.0    0.00    0.00       4         av_d2q [170]
                0.00    0.00       4/12          av_reduce [157]
-----------------------------------------------
                0.00    0.00       2/4           sws_init_context [314]
                0.00    0.00       2/4           sws_setColorspaceDetails [316]
[171]    0.0    0.00    0.00       4         av_get_bits_per_pixel [171]
-----------------------------------------------
                0.00    0.00       2/4           avi_read_header [18]
                0.00    0.00       2/4           av_new_stream [55]
[172]    0.0    0.00    0.00       4         av_set_pts_info [172]
                0.00    0.00       4/12          av_reduce [157]
-----------------------------------------------
                0.00    0.00       4/4           av_opt_set_defaults2 [45]
[173]    0.0    0.00    0.00       4         av_set_q [173]
                0.00    0.00       4/367         av_set_number2 [145]
-----------------------------------------------
                0.00    0.00       3/3           av_close_input_stream [53]
[174]    0.0    0.00    0.00       3         av_metadata_free [174]
                0.00    0.00       3/11768       av_free [109]
-----------------------------------------------
                0.00    0.00       1/3           MPV_common_init [48]
                0.00    0.00       2/3           avcodec_default_get_buffer [35]
[175]    0.0    0.00    0.00       3         avcodec_get_chroma_sub_sample [175]
-----------------------------------------------
                0.00    0.00       3/3           avpicture_get_size [876]
[176]    0.0    0.00    0.00       3         avpicture_fill [176]
                0.00    0.00       6/3568        avcodec_check_dimensions [123]
                0.00    0.00       6/8           ff_fill_linesize [158]
-----------------------------------------------
                0.00    0.00       3/3           mpegts_probe [281]
[177]    0.0    0.00    0.00       3         pat_cb [177]
-----------------------------------------------
                0.00    0.00       2/2           ff_h263_decode_init [191]
[178]    0.0    0.00    0.00       2         MPV_common_defaults [178]
-----------------------------------------------
                0.00    0.00       2/2           ff_h263_decode_init [191]
[179]    0.0    0.00    0.00       2         MPV_decode_defaults [179]
-----------------------------------------------
                0.00    0.00       1/2           get_audio_frame_size [129]
                0.00    0.00       1/2           av_find_stream_info [9]
[180]    0.0    0.00    0.00       2         av_get_bits_per_sample [180]
-----------------------------------------------
                0.00    0.00       2/2           ff_find_hwaccel [190]
[181]    0.0    0.00    0.00       2         av_hwaccel_next [181]
-----------------------------------------------
                0.00    0.00       1/2           avformat_alloc_context [66]
                0.00    0.00       1/2           sws_alloc_context [65]
[182]    0.0    0.00    0.00       2         av_opt_set_defaults [182]
-----------------------------------------------
                0.00    0.00       2/2           avcodec_default_get_buffer [35]
[183]    0.0    0.00    0.00       2         avcodec_align_dimensions2 [183]
-----------------------------------------------
                0.00    0.00       2/2           av_new_stream [55]
[184]    0.0    0.00    0.00       2         avcodec_alloc_context [184]
-----------------------------------------------
                0.00    0.00       2/2           ff_h263_decode_init [191]
[185]    0.0    0.00    0.00       2         avcodec_default_get_format [185]
                0.00    0.00       6/6           ff_is_hwaccel_pix_fmt [162]
-----------------------------------------------
                0.00    0.00       2/2           av_find_stream_info [9]
[186]    0.0    0.00    0.00       2         avcodec_find_decoder [186]
-----------------------------------------------
                0.00    0.00       2/2           avcodec_open [52]
[187]    0.0    0.00    0.00       2         avcodec_set_dimensions [187]
-----------------------------------------------
                0.00    0.00       2/2           avcodec_open [52]
[188]    0.0    0.00    0.00       2         decode_init [188]
                0.00    0.00      17/32          init_vlc_sparse [155]
                0.00    0.00       1/1           ff_mpa_synth_init [238]
-----------------------------------------------
                0.00    0.00       1/2           avi_read_header [18]
                0.00    0.00       1/2           ff_wav_codec_get_id [247]
[189]    0.0    0.00    0.00       2         ff_codec_get_id [189]
-----------------------------------------------
                0.00    0.00       2/2           ff_h263_decode_init [191]
[190]    0.0    0.00    0.00       2         ff_find_hwaccel [190]
                0.00    0.00       2/2           av_hwaccel_next [181]
-----------------------------------------------
                0.00    0.00       2/2           decode_init [61]
[191]    0.0    0.00    0.00       2         ff_h263_decode_init [191]
                0.00    0.00       2/2           MPV_common_defaults [178]
                0.00    0.00       2/2           MPV_decode_defaults [179]
                0.00    0.00       2/2           avcodec_default_get_format [185]
                0.00    0.00       2/2           ff_find_hwaccel [190]
                0.00    0.00       2/2           h263_decode_init_vlc [193]
-----------------------------------------------
                0.00    0.00       2/2           mpeg4_is_resync [81]
[192]    0.0    0.00    0.00       2         ff_mpeg4_get_video_packet_prefix_length [192]
-----------------------------------------------
                0.00    0.00       2/2           ff_h263_decode_init [191]
[193]    0.0    0.00    0.00       2         h263_decode_init_vlc [193]
                0.00    0.00       8/32          init_vlc_sparse [155]
                0.00    0.00       2/5           init_rl [168]
                0.00    0.00       2/5           init_vlc_rl [169]
-----------------------------------------------
                0.00    0.00       2/2           mpeg4_is_resync [81]
[194]    0.0    0.00    0.00       2         skip_bits [194]
-----------------------------------------------
                0.00    0.00       2/2           ff_yuv2rgb_get_func_ptr [249]
[195]    0.0    0.00    0.00       2         sws_format_name [195]
-----------------------------------------------
                0.00    0.00       1/2           avi_read_header [18]
                0.00    0.00       1/2           av_find_stream_info [9]
[196]    0.0    0.00    0.00       2         url_fsize [196]
                0.00    0.00       2/8           url_seek [161]
-----------------------------------------------
                0.00    0.00       1/1           ff_dct_common_init [231]
[197]    0.0    0.00    0.00       1         MPV_common_init_arm [197]
-----------------------------------------------
                0.00    0.00       1/1           ff_dct_common_init [231]
[198]    0.0    0.00    0.00       1         MPV_common_init_armv5te [198]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[199]    0.0    0.00    0.00       1         ac3_probe [199]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[200]    0.0    0.00    0.00       1         adts_aac_probe [200]
                0.00    0.00       1/5           ff_id3v2_match [167]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[201]    0.0    0.00    0.00       1         aea_read_probe [201]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[202]    0.0    0.00    0.00       1         aiff_probe [202]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[203]    0.0    0.00    0.00       1         amr_probe [203]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[204]    0.0    0.00    0.00       1         apc_probe [204]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[205]    0.0    0.00    0.00       1         ape_probe [205]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[206]    0.0    0.00    0.00       1         asf_probe [206]
                0.00    0.00       1/1           guidcmp [260]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[207]    0.0    0.00    0.00       1         au_probe [207]
-----------------------------------------------
                0.00    0.00       1/1           avi_read_header [18]
[208]    0.0    0.00    0.00       1         av_div_q [208]
                0.00    0.00       1/1           av_mul_q [210]
-----------------------------------------------
                0.00    0.00       1/1           av_metadata_set2 [74]
[209]    0.0    0.00    0.00       1         av_metadata_get [209]
-----------------------------------------------
                0.00    0.00       1/1           av_div_q [208]
[210]    0.0    0.00    0.00       1         av_mul_q [210]
                0.00    0.00       1/12          av_reduce [157]
-----------------------------------------------
                0.00    0.00       1/1           av_metadata_set2 [74]
[211]    0.0    0.00    0.00       1         av_strdup [211]
                0.00    0.00       1/9231        av_malloc [111]
-----------------------------------------------
                0.00    0.00       1/1           av_open_input_stream [17]
[212]    0.0    0.00    0.00       1         av_strlcpy [212]
-----------------------------------------------
                0.00    0.00       1/1           file_open [252]
[213]    0.0    0.00    0.00       1         av_strstart [213]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[214]    0.0    0.00    0.00       1         avi_probe [214]
-----------------------------------------------
                0.00    0.00       1/1           av_close_input_stream [53]
[215]    0.0    0.00    0.00       1         avi_read_close [215]
                0.00    0.00       2/11768       av_free [109]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[216]    0.0    0.00    0.00       1         avs_probe [216]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[217]    0.0    0.00    0.00       1         bfi_probe [217]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[218]    0.0    0.00    0.00       1         cavsvideo_probe [218]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[219]    0.0    0.00    0.00       1         cdata_probe [219]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[220]    0.0    0.00    0.00       1         cin_probe [220]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[221]    0.0    0.00    0.00       1         dirac_probe [221]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[222]    0.0    0.00    0.00       1         dnxhd_probe [222]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[223]    0.0    0.00    0.00       1         dsputil_init_arm [223]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[224]    0.0    0.00    0.00       1         dts_probe [224]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[225]    0.0    0.00    0.00       1         dv_probe [225]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[226]    0.0    0.00    0.00       1         dxa_probe [226]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[227]    0.0    0.00    0.00       1         ea_probe [227]
-----------------------------------------------
                0.00    0.00       1/1           av_probe_input_format2 [41]
[228]    0.0    0.00    0.00       1         eac3_probe [228]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[229]    0.0    0.00    0.00       1         ff_cavsdsp_init [229]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[230]    0.0    0.00    0.00       1         ff_check_alignment [230]
-----------------------------------------------
                0.00    0.00       1/1           MPV_common_init [48]
[231]    0.0    0.00    0.00       1         ff_dct_common_init [231]
                0.00    0.00       4/13748       ff_init_scantable [105]
                0.00    0.00       1/1           MPV_common_init_armv5te [198]
                0.00    0.00       1/1           MPV_common_init_arm [197]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[232]    0.0    0.00    0.00       1         ff_dsputil_init_armv5te [232]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[233]    0.0    0.00    0.00       1         ff_dsputil_init_dwt [233]
-----------------------------------------------
                0.00    0.00       1/1           sws_init_context [314]
[234]    0.0    0.00    0.00       1         ff_get_unscaled_swscale [234]
                0.00    0.00       1/1           ff_yuv2rgb_get_func_ptr [249]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[235]    0.0    0.00    0.00       1         ff_intrax8dsp_init [235]
-----------------------------------------------
                0.00    0.00       1/1           av_open_input_stream [17]
[236]    0.0    0.00    0.00       1         ff_metadata_demux_compat [236]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[237]    0.0    0.00    0.00       1         ff_mlp_init [237]
-----------------------------------------------
                0.00    0.00       1/1           decode_init [188]
[238]    0.0    0.00    0.00       1         ff_mpa_synth_init [238]
-----------------------------------------------
                0.00    0.00       1/1           av_find_stream_info [9]
[239]    0.0    0.00    0.00       1         ff_mpeg4video_split [239]
-----------------------------------------------
                0.00    0.00       1/1           avcodec_flush_buffers [632]
[240]    0.0    0.00    0.00       1         ff_mpeg_flush [240]
-----------------------------------------------
                0.00    0.00       1/1           av_parser_close [79]
[241]    0.0    0.00    0.00       1         ff_parse1_close [241]
                0.00    0.00       1/11768       av_free [109]
-----------------------------------------------
                0.00    0.00       1/1           av_parser_close [79]
[242]    0.0    0.00    0.00       1         ff_parse_close [242]
-----------------------------------------------
                0.00    0.00       1/1           ff_probe_input_buffer [46]
[243]    0.0    0.00    0.00       1         ff_rewind_with_probe_data [243]
                0.00    0.00       1/11768       av_free [109]
                0.00    0.00       1/180         av_realloc [148]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[244]    0.0    0.00    0.00       1         ff_rv30dsp_init [244]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[245]    0.0    0.00    0.00       1         ff_rv40dsp_init [245]
-----------------------------------------------
                0.00    0.00       1/1           dsputil_init [62]
[246]    0.0    0.00    0.00       1         ff_vc1dsp_init [246]
-----------------------------------------------
                0.00    0.00       1/1           ff_get_wav_header [72]
[247]    0.0    0.00    0.00       1         ff_wav_codec_get_id [247]
                0.00    0.00       1/2           ff_codec_get_id [189]
